stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,12.26,4.09,4.09
72hpf,6.42,0,0,6.42,0,2.14
21Day,4.02,0,1.34,4.02,0,1.34
3Month,0.64,0.96,0.32,0,0,0
22Month,1.64,0,0,0,0,0
