stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,73.56,0,4.09
72hpf,1.07,0,0,36.37,1.07,2.14
21Day,4.02,0,2.68,4.02,0,2.68
3Month,1.28,0,0,0,0,0
22Month,0,1.09,0,0,0,0.55
