stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,1.07,0,0,1.07,56.7,0,0,1.07
21Day,1.34,0,0,0,0,26.77,0,1.34,0
3Month,1.28,0,0,0.64,0,0.32,0,0,0.32
22Month,22.96,0.55,0.55,4.37,1.09,0.55,0.55,0,1.09
