stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,1.07,1.07,0,0,0,0,0,0
21Day,0,33.46,1.34,0,4.02,0,0,5.35
3Month,0,17.6,0,2.24,3.2,0.32,0.64,0.32
22Month,0,9.29,1.09,0,2.19,0.55,0,0.55
