stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,17.12,0,1.07
21Day,1.34,2.68,0,0,13.39,0,1.34
3Month,1.92,0,0.32,0.32,0,0,0
22Month,19.13,0,0,4.92,0,1.64,3.28
