stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,0,0,0,0,7.49,0,0
21Day,0,0,0,0,1.34,0,0
3Month,3.84,0,0.32,0.32,0,0,0
22Month,9.29,0.55,0.55,0,0,0.55,0
