stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0
72hpf,0,0,0,7.49,0,1.07
21Day,4.02,1.34,1.34,4.02,1.34,2.68
3Month,1.28,0,0,0,0,0
