stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,0,3.21,0,0,1.07,0
21Day,0,1.34,0,0,4.02,0
3Month,0,8,5.12,0.32,0,0.32
