stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,2.14,0,0,0,42.79,0,0,2.14
21Day,0,4.02,1.34,0,0,85.67,0,1.34,0
3Month,0,1.28,0,0.32,0.64,1.6,0,0,0.32
22Month,0.55,8.75,0,0.55,1.09,3.83,1.09,0.55,1.09
