stage,Epithelial,Immune,Neuron,Stromal
24hpf,8.17,8.17,49.04,0
72hpf,10.7,0,3.21,2.14
21Day,21.42,12.05,1.34,8.03
3Month,3.84,1.92,0,0
22Month,5.47,1.64,0,0
