stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,40.86,0,0
72hpf,0,0,0,0,1.07,0,2.14,0,1.07
21Day,0,1.34,0,0,0,0,0,0,0
3Month,0.96,43.51,0,668.69,4.48,0.96,1.92,1.6,3.52
22Month,0,6.56,0.55,4.92,1.09,0,0.55,0,0
