stage,Endothelial,Epithelial,Muscle,Neuron,Stromal
72hpf,3.21,1.07,1.07,7.49,46
21Day,4.02,1.34,1.34,5.35,6.69
3Month,0.32,0.64,0,0,1.6
22Month,0,0,0,0,1.09
