stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,2.68,0,0,0,0,0,0,0
3Month,84.79,1.92,1.92,0.32,0.64,0,4.16,0.96
22Month,38.81,0.55,0,0,0,0.55,6.56,1.09
