stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,65.26,0,0
21Day,0,0,0,0,0,1.34,10.71,0,0
3Month,0.32,26.24,0.32,274.84,3.52,1.28,2.24,1.6,1.6
22Month,0,1.64,0.55,4.92,0.55,0,0,0,0
