stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,0,4.09
21Day,0,963.74,26.77,0,2.68,1.34,32.12,12.05
3Month,10.88,537.83,0.32,6.72,15.36,2.88,0.96,16.96
22Month,1.09,31.71,0,6.01,0.55,0.55,0,0
