stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,2.14,2.14,0,0,0,0,1.07
21Day,0,0,0,1.34,1.34,1.34,0
3Month,17.6,0,0.32,0.32,0,0,0.32
22Month,1.09,0,0,1.09,0,0,0
