stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,2.14,0,0,58.84,0,3.21
21Day,5.35,0,0,26.77,1.34,1.34
3Month,4.8,0.32,0.32,0,0,0.64
22Month,4.92,0,1.09,0.55,0,0.55
