stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,36.78,4.09,0,0,4.09,93.99,32.69
72hpf,46,0,2.14,0,1.07,6.42,3.21
21Day,0,0,1.34,0,0,2.68,0
22Month,0,0,6.01,0.55,0,0,0
