stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,36.78,0,4.09,4.09,93.99,4.09,0,8.17
72hpf,1.07,42.79,0,0,4.28,22.47,3.21,1.07,5.35
21Day,0,68.27,1.34,5.35,0,8.03,1.34,2.68,9.37
3Month,0.64,27.52,8.32,5.12,0.64,0.64,0,0.96,1.92
22Month,1.09,73.8,2.19,12.03,0.55,3.28,7.65,0.55,2.73
