stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,12.26,4.09
72hpf,0,11.77,0,0,0,4.28,7.49,16.05
21Day,0,0,1.34,0,1.34,44.17,2.68,22.76
3Month,0.32,0.96,0,0,0.96,0.32,0,0.64
22Month,0,3.83,0.55,3.83,1.64,0,0,2.19
