stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,53.12,0,0,16.35
72hpf,7.49,3.21,1.07,56.7,0,4.28,11.77
21Day,1.34,1.34,0,4.02,0,0,2.68
3Month,1.92,0,0.64,0.32,0,0,0.32
22Month,0.55,0,0,0,0.55,0,0
