stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,12.26,0,0,4.09,0,0
72hpf,79.16,0,0,4.28,0,1.07
21Day,91.02,0,0,0,1.34,0
3Month,1.92,0.32,0.32,0,0,0
22Month,1.64,0,0,0,0,0
