stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,2.14,0,0
21Day,0,1.34,0,1.34,2.68,0,1.34
3Month,0.64,4.48,2.56,0,0.32,0.96,2.56
22Month,0.55,2.73,0,1.09,1.64,0,1.09
