stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,0,0,0,4.28
21Day,0,5.35,0,0,0,0,0,0,10.71
3Month,0.64,2.56,0,2.56,0.32,0,0,0.32,0.64
22Month,0,9.29,0.55,2.73,0,0.55,5.47,0.55,0
