stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,1.07,0,0,0,1.07,0,1.07
21Day,2.68,1.34,0,0,6.69,0,0
3Month,2.56,0,3.2,1.92,1.6,0,0.32
22Month,3.28,0,2.19,0.55,1.09,0.55,0
