stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,1.07,1.07,0,22.47,0,0
21Day,2.68,2.68,0,28.11,1.34,2.68
3Month,3.84,0,0.64,0,4.16,0
22Month,4.37,0,0.55,0,2.19,0
