stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,4.09
72hpf,2.14,0,1.07,3.21,0
21Day,0,1.34,0,1.34,4.02
22Month,0,0,0,0.55,1.09
