stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,9.63,0,0
21Day,5.35,0,0,0,1.34,0
3Month,8,3.2,2.24,2.56,0.32,0.64
22Month,13.12,0.55,0,1.64,0.55,0.55
