stage,Epithelial,Germ,Immune,Neuron,Other,Secretory
72hpf,0,0,0,19.26,0,0
21Day,0,0,2.68,10.71,0,0
3Month,0.64,2.24,0.32,0.32,0,0.64
22Month,4.37,0,0.55,1.09,0.55,0
