stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,49.04,0,0,36.78,4.09,371.86,4.09,0,57.21
72hpf,5.35,92,8.56,0,1.07,4.28,224.66,2.14,8.56,19.26
21Day,1.34,69.6,29.45,2.68,18.74,12.05,119.13,0,1.34,34.8
3Month,8.32,355.78,3.2,190.37,44.15,15.36,21.44,0.96,12.48,19.84
22Month,8.75,326.9,3.28,47.56,99.49,3.28,30.61,16.95,9.29,15.31
