stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,1.07,0,1.07
21Day,0,1.34,0,0,0,4.02,0,0
3Month,0,11.52,0.32,0.32,1.28,19.2,0.32,0.32
22Month,0.55,4.37,0,0.55,0.55,8.2,0,0
