stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,4.09,0,0
72hpf,1.07,0,0,5.35,2.14
21Day,1.34,0,0,2.68,1.34
3Month,0.64,0.32,0,0,0
