stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,8.17,12.26,0,200.23,16.35
72hpf,0,4.28,0,3.21,22.47,1.07
21Day,0,1.34,2.68,1.34,8.03,17.4
3Month,0,0,0.32,0,0,0.32
22Month,0,1.64,0,0,0,0
