stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,4.09,0,4.09
72hpf,0,1.07,0,0,0,4.28,0,0
21Day,0,4.02,0,0,1.34,2.68,0,2.68
3Month,0,1.6,0.32,0,0,0,0,0
22Month,0.55,10.39,0.55,1.09,0,0,0.55,0.55
