stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,0,1.07,0,0,0,3.21,0,1.07
3Month,0,0.64,0.32,6.72,0,0,0,0
22Month,2.73,35.53,306.13,15.85,1.09,2.19,6.56,2.73
