stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,8.56,0,0,0,0,1.07,0,2.14
21Day,1.34,0,0,0,1.34,1.34,0,1.34
3Month,8,0.32,13.76,4.16,0.64,0.32,0,0.64
22Month,15.85,0,0,3.28,0,0,1.64,0.55
