stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,0,1.07
21Day,0,0,0,2.68,0,0
3Month,2.24,0.64,0.32,0,0,0
22Month,10.93,4.37,0,0.55,0.55,1.09
