stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,0,81.73,4.09
72hpf,0,3.21,0,0,0,2.14,26.74,2.14
21Day,1.34,12.05,1.34,0,0,1.34,6.69,9.37
3Month,0.32,1.6,0,0.32,0.32,0,0,0.64
22Month,0,3.83,0,0,0,0,0,0
