stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,0,0,20.43,4.09
72hpf,0,4.28,0,0,1.07,11.77,1.07
21Day,0,5.35,1.34,0,0,12.05,2.68
3Month,0,0.96,0,0.64,0.32,0,0
22Month,0.55,2.73,0,1.09,0,0,0
