stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,0,0,0,2.14,1.07
21Day,0,0,0,1.34,0
3Month,0.96,0.32,0.96,0,0
22Month,1.09,0,0,0,0
