stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,0,0,0,7.49,0
21Day,1.34,0,1.34,2.68,0
3Month,2.56,0.32,0,0.64,1.28
22Month,1.64,0,0,0,0
