stage,Endothelial,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,12.26
72hpf,1.07,2.14,0,0,0,0,0
21Day,0,5.35,0,4.02,0,1.34,1.34
22Month,1.64,5.47,1.64,0,2.73,0,3.28
