stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,1.07,0,0,3.21,0,0
21Day,0,0,0,1.34,0,0
3Month,3.84,23.68,0.64,0.32,0,0.96
22Month,4.92,1.09,0.55,0,0.55,1.09
