stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,44.95,0,0,0,0,0,0,0
72hpf,0,52.42,0,0,0,1.07,3.21,0,2.14
21Day,0,32.12,0,1.34,0,0,0,0,0
3Month,0.32,32.95,0.32,39.35,29.44,1.92,0.32,0,0.96
22Month,0,13.12,0,0.55,3.28,0,0,1.09,0.55
