stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,12.26,16.35,0,0,0,0,290.13,77.64
72hpf,1.07,4.28,1.07,0,1.07,6.42,97.35,40.65
21Day,2.68,5.35,1.34,0,0,5.35,16.06,24.09
3Month,3.84,11.52,0.64,32.95,0.64,4.8,0.32,4.48
22Month,3.83,3.28,0,0,0,0.55,0,1.64
