stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,32.69,0,0
72hpf,0,2.14,3.21,0,82.37,0,4.28
21Day,0,1.34,0,1.34,34.8,1.34,2.68
22Month,0.55,3.28,0,0,0,0,0
