stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,4.09,8.17,0
72hpf,0,0,0,0,2.14,0
3Month,1.92,25.28,0.64,0,0,0.64
22Month,1.09,0,0.55,0,0,0
