stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,4.09,16.35,0,4.09
72hpf,1.07,0,0,2.14,0,1.07
21Day,8.03,1.34,1.34,4.02,1.34,8.03
3Month,0.64,0,0.32,0,0,0
22Month,2.19,0,0,0,0,0
