stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,0,7.49,0,0,1.07
21Day,0,0,0,0,0,2.68,0,1.34,1.34
3Month,0,4.16,0.32,0.96,0.32,0.96,0,0,0.32
22Month,0.55,10.39,1.09,0.55,0,0,1.09,0,2.19
