stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,4.09
72hpf,0,0,0,0,52.42,0,1.07
21Day,5.35,0,2.68,0,416.28,1.34,2.68
3Month,5.76,85.75,0.96,0.32,0.64,0.96,0.32
22Month,26.24,1.09,0,0,0.55,0,0.55
