stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,16.35,0,0,0,12.26,0,8.17
72hpf,0,10.7,0,0,1.07,10.7,0,2.14
21Day,0,20.08,0,1.34,1.34,8.03,1.34,5.35
3Month,0.32,28.8,21.12,5.12,2.24,0.64,0.96,0.64
22Month,0,10.39,0,1.09,0,0,0,0.55
