stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,4.28,0,0,1.07,0,38.51,2.14,2.14
21Day,0,1.34,0,0,0,22.76,0,2.68
3Month,1.92,0,4.16,1.6,0,0.64,0,0
22Month,6.01,0,0,0.55,0.55,0,0.55,0.55
