stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,138.94,4.09,0,12.26,0,498.54,0,4.09,16.35
72hpf,0,26.74,1.07,0,0,2.14,97.35,0,3.21,2.14
21Day,0,41.49,1.34,5.35,2.68,0,44.17,0,5.35,2.68
3Month,3.84,199.33,1.28,1390.82,18.88,3.2,18.24,0,12.8,5.76
22Month,0,132.84,1.09,44.28,1.64,2.19,12.57,0.55,3.28,1.09
