stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,28.6,0,4.09,261.53,8.17,44.95
72hpf,1.07,5.35,0,0,7.49,0,2.14
21Day,0,2.68,4.02,2.68,4.02,0,6.69
3Month,0,1.28,0.32,0,0,0,0.32
