stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,4.28,1.07,0,0,0,126.24,4.28
21Day,9.37,1.34,0,2.68,5.35,36.14,10.71
3Month,7.68,0,1.6,3.52,0.64,0.32,3.2
22Month,0,0,0.55,1.09,0.55,0,0.55
