stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,1.07,0,0,7.49,0,0,0
21Day,0,0,0,0,0,0,1.34,4.02
3Month,0,1.28,0.64,0.64,0,0,0,0.96
22Month,0,3.28,0,0.55,0,0.55,0,0
