stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,14.72,0,0,0,0,0,0,0
3Month,11.84,0.32,0.96,0.64,0.32,0,0,0.32
22Month,8.75,1.09,0.55,0,0.55,0.55,0.55,0.55
