stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,73.56,0,0
72hpf,3.21,0,0,33.16,0,2.14
21Day,1.34,0,0,21.42,0,0
3Month,2.88,2.88,1.92,1.92,0,0
22Month,1.64,1.09,0,1.64,1.64,0
