stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,4.09,0
72hpf,0,0,1.07,6.42,3.21
21Day,1.34,0,0,4.02,0
3Month,0.32,0.32,0,0,0.32
