stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,24.52,4.09
72hpf,0,0,0,0,11.77,1.07
21Day,5.35,0,0,0,2.68,1.34
3Month,1.28,4.48,0.32,0,0,0.64
22Month,6.01,3.83,0,0,0,0
