stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,44.95,8.17
72hpf,4.28,1.07,0,0,0,21.4,12.84
21Day,2.68,0,0,0,1.34,16.06,5.35
3Month,1.92,0,0.96,1.28,0,0.32,1.28
22Month,4.92,0,0.55,3.83,0,0.55,2.73
