stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,4.09,16.35,0,0
72hpf,1.07,0,3.21,0,2.14
21Day,1.34,0,2.68,0,1.34
22Month,0.55,0,0.55,0.55,0
