stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,8.17,8.17,0,0
72hpf,0,0,0,0,0,2.14,0,3.21
21Day,0,0,0,0,5.35,1.34,0,2.68
3Month,0.96,3.2,0.64,1.6,0.96,0.32,0,1.92
22Month,0,9.29,0,0.55,0,0.55,1.09,0
