stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,2.14,0,0,0,0,2.14,0,0
21Day,4.02,0,0,0,0,0,0,1.34
3Month,63.03,0.64,1.28,1.6,0.64,0,0.96,0.96
22Month,38.81,0,1.09,0.55,0,0,0,1.64
